,tconst,titleType,primaryTitle,originalTitle,startYear,endYear,averageRating,numVotes,seriesScore,seriesRank,episodeScore,episodeRank,totalRuntime,combinedMetric
1,tt2560140,tvSeries,Attack on Titan,Shingeki no Kyojin,2013,2023,9.1,494904,9.04,14,8.216938775510204,6,2458,37.14056326530612
2,tt0141842,tvSeries,The Sopranos,The Sopranos,1999,2007,9.2,459666,9.02,15,7.172209302325581,1286,4733,32.34666395348837
3,tt3322312,tvSeries,Daredevil,Daredevil,2015,2018,8.6,469855,8.68,34,7.402051282051282,318,2080,32.12490256410256
4,tt9140554,tvSeries,Loki,Loki,2021,2023,8.2,404538,8.26,54,7.746666666666666,12,586,31.99373333333333
5,tt4158110,tvSeries,Mr. Robot,Mr. Robot,2015,2019,8.5,414074,8.48,46,7.459555555555555,223,2199,31.628515555555555
6,tt0475784,tvSeries,Westworld,Westworld,2016,2022,8.5,528568,8.74,30,7.2333333333333325,975,2185,31.609666666666662
7,tt1520211,tvSeries,The Walking Dead,The Walking Dead,2010,2022,8.1,1068143,8.97,18,6.990338983050847,2534,8105,31.351670338983052
8,tt0306414,tvSeries,The Wire,The Wire,2002,2008,9.3,371496,8.86,22,7.017666666666667,2223,3566,31.088263333333334
9,tt0417299,tvSeries,Avatar: The Last Airbender,Avatar: The Last Airbender,2005,2008,9.3,355085,8.8,26,7.0482258064516135,2090,1504,31.012193548387103
10,tt2802850,tvSeries,Fargo,Fargo,2014,2024,8.9,413212,8.72,31,6.97313725490196,2644,2647,30.40287843137255
11,tt7660850,tvSeries,Succession,Succession,2018,2023,8.9,260738,8.22,59,7.345641025641026,559,2477,30.19058461538462
12,tt0412142,tvSeries,House,House M.D.,2004,2012,8.7,502058,8.81,25,6.84840909090909,4041,7811,30.167242045454543
13,tt2306299,tvSeries,Vikings,Vikings,2013,2020,8.5,573856,8.82,24,6.738817204301076,5554,4156,29.718183870967746
14,tt10986410,tvSeries,Ted Lasso,Ted Lasso,2020,2023,8.8,335537,8.43,47,7.018235294117647,2222,1443,29.581861764705884
15,tt0460681,tvSeries,Supernatural,Supernatural,2005,2020,8.4,477484,8.57,40,6.892935779816513,3489,14726,29.53622981651376
16,tt0795176,tvMiniSeries,Planet Earth,Planet Earth,2006,2006,9.4,218520,8.35,49,7.06,1942,538,29.475499999999997
17,tt0098904,tvSeries,Seinfeld,Seinfeld,1989,1998,8.9,346785,8.53,44,6.830057803468208,4186,4168,29.130196531791903
18,tt0877057,tvSeries,Death Note,Death Note: Desu nôto,2006,2007,8.9,370714,8.6,38,6.773513513513514,5003,873,29.12610810810811
19,tt1632701,tvSeries,Suits,Suits,2011,2019,8.4,469435,8.55,42,6.805373134328358,4425,5879,29.09297014925373
20,tt5491994,tvMiniSeries,Planet Earth II,Planet Earth II,2016,2016,9.5,156061,8.11,66,7.171666666666667,1288,297,29.081108333333333
21,tt5290382,tvSeries,Mindhunter,Mindhunter,2017,2019,8.6,329021,8.28,52,6.973157894736842,2642,1014,28.868873684210527
22,tt2243973,tvSeries,Hannibal,Hannibal,2013,2015,8.5,273251,8.02,74,7.158974358974358,1324,1683,28.707487179487174
23,tt5071412,tvSeries,Ozark,Ozark,2017,2022,8.5,341420,8.26,54,6.889772727272727,3515,2659,28.45476136363636
24,tt1124373,tvSeries,Sons of Anarchy,Sons of Anarchy,2008,2014,8.6,319641,8.25,57,6.8951086956521745,3479,5051,28.44232336956522
25,tt12392504,tvMiniSeries,Scam 1992: The Harshad Mehta Story,Scam 1992: The Harshad Mehta Story,2020,2020,9.3,155213,7.99,76,7.077,1859,387,28.272615000000002
26,tt5675620,tvSeries,The Punisher,The Punisher,2017,2019,8.5,261126,7.97,78,7.066538461538461,1924,1382,28.160155769230766
27,tt19394720,tvMiniSeries,Dentist Answers,The Dentist Answers You,2021,2021,10.0,7,7.5,149,7.5,24,619,28.125
28,tt15311906,tvMiniSeries,Dierks Bentley - Black,Dierks Bentley - Black,2016,2016,9.9,21,7.45,261,7.5,24,155,27.9375
29,tt4052886,tvSeries,Lucifer,Lucifer,2016,2021,8.1,351476,8.04,71,6.94752688172043,2925,4391,27.929058064516123
30,tt1442437,tvSeries,Modern Family,Modern Family,2009,2020,8.5,474899,8.63,37,6.458399999999999,11738,5322,27.867995999999998
31,tt2395695,tvMiniSeries,Cosmos: A Spacetime Odyssey,Cosmos: A Spacetime Odyssey,2014,2014,9.3,127332,7.84,92,7.106923076923077,1620,559,27.85913846153846
32,tt28227737,tvSeries,Sandeep Bhaiya,Sandeep Bhaiya,2023,2023,9.2,73823,7.51,148,7.414,306,193,27.83957
33,tt0804503,tvSeries,Mad Men,Mad Men,2007,2015,8.7,257940,8.08,68,6.846630434782608,4046,4547,27.660386956521737
34,tt1442449,tvSeries,Spartacus,Spartacus: Blood and Sand,2010,2013,8.5,254722,7.95,82,6.947878787878788,2923,1777,27.617818181818183
35,tt30175731,tvMiniSeries,Scenic Rhapsody,Scenic Rhapsody,2017,2017,9.7,115,7.35,478,7.51,18,155,27.599249999999998
36,tt1796960,tvSeries,Homeland,Homeland,2011,2020,8.3,358630,8.19,60,6.736249999999999,5589,4978,27.584943749999994
37,tt0367279,tvSeries,Arrested Development,Arrested Development,2003,2019,8.7,321803,8.32,51,6.626071428571429,7568,2364,27.564457142857144
38,tt12196730,tvMiniSeries,101 Lições de Cinema,101 Lições de Cinema,2020,2020,9.7,41,7.35,478,7.5,24,193,27.5625
39,tt6513300,tvMiniSeries,Steven Reeds Weber Cooks,Steven Reeds Weber Cooks,2012,2012,9.9,193,7.45,261,7.3875,417,155,27.5184375
40,tt1439629,tvSeries,Community,Community,2009,2015,8.5,289508,8.08,68,6.806363636363637,4414,2475,27.49770909090909
41,tt2467372,tvSeries,Brooklyn Nine-Nine,Brooklyn Nine-Nine,2013,2021,8.4,354587,8.24,58,6.65359477124183,6979,3345,27.412810457516343
42,tt27950822,tvSeries,Candy Caddy,Candy Caddy,2023,2023,9.8,22,7.4,324,7.4,323,39,27.380000000000003
43,tt10873588,tvSeries,Retro bus. Soviet buses,Retro bus. Soviet buses,2013,2016,9.6,28,7.3,634,7.5,24,27,27.375
44,tt4786824,tvSeries,The Crown,The Crown,2016,2023,8.6,252415,8.0,75,6.835333333333334,4128,3279,27.341333333333335
45,tt0098936,tvSeries,Twin Peaks,Twin Peaks,1990,1991,8.8,212610,7.96,80,6.856,3816,1493,27.28688
46,tt7767422,tvSeries,Sex Education,Sex Education,2019,2023,8.3,345021,8.15,61,6.688125,6455,1737,27.254109375000002
47,tt21099140,tvSeries,Christina Grimmie Zeldaxlove 64,Christina Grimmie Zeldaxlove 64,2009,2016,9.9,611,7.45,261,7.31,628,39,27.22975
48,tt1355642,tvSeries,Fullmetal Alchemist: Brotherhood,Hagane no renkinjutsushi,2009,2010,9.1,193702,8.05,70,6.763823529411765,5102,1981,27.224389705882356
49,tt3398228,tvSeries,BoJack Horseman,BoJack Horseman,2014,2020,8.8,184434,7.83,94,6.9498701298701295,2917,1980,27.208741558441556
50,tt24251134,tvSeries,Nang Nak Saphai Phra Khanong,Nang Nak Saphai Phra Khanong,2023,2023,9.5,30,7.25,902,7.5,24,39,27.1875
51,tt21334816,tvMiniSeries,Beyond Fantasy,Beyond Fantasy,2022,2023,9.5,95,7.25,902,7.5,24,116,27.1875
52,tt1839578,tvSeries,Person of Interest,Person of Interest,2011,2016,8.5,187185,7.66,112,7.088155339805826,1823,4501,27.14763495145631
53,tt30787966,tvSeries,Lilin Alena,Lilin Alena,2023,2023,9.8,15,7.4,324,7.308333333333334,631,232,27.040833333333335
54,tt27737116,tvSeries,Iiihhh Serrreemm!,Iiihhh Serrreemm!,2023,2023,9.4,20,7.2,1158,7.5,24,39,27.0
55,tt1266020,tvSeries,Parks and Recreation,Parks and Recreation,2009,2015,8.6,284326,8.12,63,6.650080645161291,7012,2696,26.999327419354838
56,tt6512646,tvMiniSeries,EverReady,EverReady,2016,2016,9.6,19,7.3,634,7.390000000000001,413,193,26.9735
57,tt1586680,tvSeries,Shameless,Shameless,2011,2021,8.5,277669,8.04,71,6.707835820895522,5939,7224,26.9655
58,tt27803594,tvSeries,Van Halen 1984 Documentary,Van Halen 1984 Documentary,2023,2023,9.6,76,7.3,634,7.375,434,43,26.91875
59,tt7151672,tvSeries,Choufli Hal,Choufli Hal,2005,2009,9.8,2753,7.42,316,7.251219512195123,862,1586,26.902024390243906
60,tt1606375,tvSeries,Downton Abbey,Downton Abbey,2010,2015,8.7,222179,7.94,84,6.754615384615385,5195,3013,26.81582307692308
61,tt2193021,tvSeries,Arrow,Arrow,2012,2020,7.5,444299,7.91,87,6.772588235294117,5009,7213,26.785586470588235
62,tt12441596,tvMiniSeries,Above All That Is Random,Above All That Is Random,2010,2013,9.6,242,7.3,634,7.335,570,232,26.77275
63,tt10234724,tvMiniSeries,Moon Knight,Moon Knight,2022,2022,7.3,264635,7.24,1132,7.391666666666667,409,287,26.757833333333334
64,tt10155688,tvMiniSeries,Mare of Easttown,Mare of Easttown,2021,2021,8.4,182929,7.59,126,7.047142857142857,2092,418,26.743907142857143
65,tt21022974,tvMiniSeries,Bad Boys vs Crazy Girls,Bad Boys vs Crazy Girls,2022,2022,9.5,83,7.25,902,7.375,434,90,26.734375
66,tt29549403,tvSeries,Rigo,Rigo,2023,2024,9.4,201,7.2,1158,7.425,292,77,26.73
67,tt11767890,tvSeries,Gece Gündüz,Gece Gündüz,2018,2019,9.3,98,7.15,1582,7.466666666666666,214,116,26.69333333333333
68,tt2955622,tvSeries,Chandragupta Maurya,Chandragupta Maurya,2011,2012,9.3,894,7.16,1564,7.45,230,39,26.671000000000003
69,tt7389552,tvSeries,Cereal Time TV,Cereal Time TV,2014,2023,9.3,16,7.15,1582,7.46,220,3,26.669500000000003
70,tt0193676,tvSeries,Freaks and Geeks,Freaks and Geeks,1999,2000,8.8,151901,7.68,109,6.943333333333333,2944,804,26.662399999999998
71,tt18765186,tvSeries,Wir richten's ein! Mit uns wohnt ihr schöner,Wir richten's ein! Mit uns wohnt ihr schöner,2022,2022,9.6,5,7.3,634,7.3,644,176,26.645
72,tt19846894,tvMiniSeries,Ganß anders - Wie bunt ist Mitteldeutschland,Ganß anders - Wie bunt ist Mitteldeutschland,2022,2023,9.6,5,7.3,634,7.3,644,94,26.645
73,tt23028046,tvSeries,Jogandofoddaci,Jogandofoddaci,2019,2021,9.8,118,7.4,324,7.2,1052,77,26.64
74,tt7933764,tvSeries,Banned in Boise,Banned in Boise,2018,2018,9.2,37,7.1,1988,7.5,24,30,26.625
75,tt4508902,tvSeries,One Punch Man,One Punch Man: Wanpanman,2015,2019,8.7,182893,7.76,101,6.8588,3778,589,26.612143999999997
76,tt15767042,tvSeries,Tally Hall's Internet Show,Tally Hall's Internet Show,2008,2009,9.6,77,7.3,634,7.279166666666666,801,464,26.56895833333333
77,tt8088236,tvSeries,Geografens testamente,Geografens testamente,2011,2023,9.6,550,7.3,634,7.276315789473684,804,836,26.558552631578948
78,tt0979432,tvSeries,Boardwalk Empire,Boardwalk Empire,2010,2014,8.6,201460,7.79,98,6.812142857142858,4374,3161,26.533296428571433
79,tt4179452,tvSeries,The Last Kingdom,The Last Kingdom,2015,2022,8.5,163007,7.56,132,7.015434782608695,2243,2550,26.518343478260867
80,tt7221388,tvSeries,Cobra Kai,Cobra Kai,2018,2024,8.5,202031,7.73,104,6.8574,3795,1649,26.503851
81,tt1119644,tvSeries,Fringe,Fringe,2008,2013,8.4,255749,7.89,88,6.7171,5806,4798,26.4989595
82,tt1865718,tvSeries,Gravity Falls,Gravity Falls,2012,2016,8.9,131447,7.64,117,6.9368292682926835,2982,946,26.49868780487805
83,tt2401256,tvMiniSeries,The Night Of,The Night Of,2016,2016,8.4,169175,7.52,145,7.04,2122,521,26.470399999999998
84,tt11279726,tvMiniSeries,Assalamualaikum Calon Imam,Assalamualaikum Calon Imam,2019,2022,9.1,3456,7.07,2685,7.487391304347827,202,890,26.467928260869567
85,tt19875450,tvMiniSeries,The Disciples of Jigsaw,The Disciples of Jigsaw,2022,2023,9.5,24,7.25,902,7.3,644,77,26.4625
86,tt10850838,tvMiniSeries,Bring The Soul: Docu-Series,Bring The Soul: Docu-Series,2019,2019,9.4,554,7.2,1158,7.35,480,39,26.46
87,tt6722972,tvSeries,Hot Dog,Tskheli Dzaghli,2003,2013,9.4,548,7.2,1158,7.35,480,77,26.46
88,tt13758998,tvMiniSeries,Freshman,Freshman,2019,2019,9.1,42,7.05,2720,7.5,24,39,26.4375
89,tt2832640,tvSeries,Ichilov,Ichilov,2013,2017,9.1,56,7.05,2720,7.5,24,90,26.4375
90,tt0384766,tvSeries,Rome,Rome,2005,2007,8.7,183372,7.77,99,6.803636363636364,4444,1185,26.43212727272727
91,tt2416950,tvSeries,Beautiful Homes,Beautiful Homes,2012,2012,9.1,43,7.05,2720,7.49102564102564,196,1509,26.40586538461538
92,tt13045860,tvSeries,Hiç Komik Degil,Hiç Komik Degil,2011,2021,9.8,341,7.4,324,7.136363636363637,1492,426,26.404545454545456
93,tt11291234,tvSeries,Dogru Kariyer,Dogru Kariyer,2019,2019,9.1,102,7.05,2720,7.485714285714286,203,271,26.387142857142855
94,tt7379766,tvMiniSeries,The Missing Piece,The Missing Piece,2014,2014,9.5,11,7.25,902,7.2700000000000005,818,193,26.35375
95,tt5961444,tvSeries,Upanishad Ganga,Upanishad Ganga,2012,2013,9.8,980,7.41,321,7.1125,1602,155,26.3518125
96,tt4853908,tvSeries,Bohubrihi,Bohubrihi,1988,1988,9.3,352,7.15,1582,7.3625,461,310,26.3209375
97,tt5555260,tvSeries,This Is Us,This Is Us,2016,2022,8.7,156416,7.64,117,6.8809433962264155,3586,4566,26.285203773584907
98,tt18316826,tvMiniSeries,Als Mutti in den Westen ging,Als Mutti in den Westen ging,2022,2022,9.4,7,7.2,1158,7.3,644,155,26.28
99,tt18239266,tvMiniSeries,Tarikat,Tarikat,2022,2022,9.4,61,7.2,1158,7.3,644,89,26.28
100,tt7375150,tvMiniSeries,Simple Life,Simple Life,2015,2015,9.6,10,7.3,634,7.2,1052,193,26.28
101,tt27204227,tvSeries,Baazi Ishq Ki,Baazi Ishq Ki,2023,2023,9.3,82,7.15,1582,7.35,480,77,26.27625
102,tt3300988,tvSeries,Borderland,Borderland,2014,2014,9.0,54,7.0,3358,7.5,24,39,26.25
103,tt6227588,tvMiniSeries,Garden Gray the with Voices,Garden Gray the with Voices,2015,2015,10.0,13,7.5,149,7.0,2292,39,26.25
104,tt10381924,tvSeries,Remembering Lichuan,Remembering Lichuan,2016,2016,9.0,47,7.0,3358,7.5,24,39,26.25
105,tt0106179,tvSeries,The X-Files,The X Files,1993,2018,8.6,246200,7.98,77,6.577880184331797,8693,9758,26.245741935483874
106,tt24249682,tvMiniSeries,Incompetent Soldiers,Incompetent Soldiers,2022,2023,9.7,6,7.35,478,7.127272727272728,1527,146,26.192727272727275
107,tt17009418,tvSeries,Down Underdogs - India's Greatest Comeback,Down Underdogs,2022,2022,9.4,352,7.2,1158,7.275,806,155,26.19
108,tt7747058,tvSeries,My Aunt Qumasha,My Aunt Qumasha,1983,1983,9.2,223,7.1,1988,7.375,434,667,26.18125
109,tt2110659,tvSeries,De'ah Da'iah,De'ah Da'iah,2008,2010,9.6,991,7.31,628,7.1571428571428575,1327,271,26.159357142857143
110,tt0809488,tvMiniSeries,The Godfather Saga,The Godfather: A Novel for Television,1977,1977,9.5,6278,7.29,876,7.1725,1284,419,26.1437625
111,tt2372162,tvSeries,Orange Is the New Black,Orange Is the New Black,2013,2019,8.0,318059,7.87,91,6.634615384615385,7425,5360,26.10721153846154
112,tt4719662,tvSeries,Acri Creature Feature,Acri Creature Feature,1969,2003,9.4,13,7.2,1158,7.25,863,39,26.1
113,tt7826982,tvSeries,My Street,My Street,2015,2018,9.2,81,7.1,1988,7.35,480,17,26.092499999999998
114,tt7049682,tvMiniSeries,Watchmen,Watchmen,2019,2019,8.2,132487,7.24,1132,7.203333333333333,1051,529,26.076066666666666
115,tt5145166,tvSeries,Scrapyard Wars,Scrapyard Wars,2015,2019,9.4,358,7.2,1158,7.242105263157894,952,657,26.07157894736842
116,tt4548688,tvSeries,Galala,Galala,2015,2016,8.9,8,6.95,4325,7.5,24,39,26.0625
117,tt1405406,tvSeries,The Vampire Diaries,The Vampire Diaries,2009,2017,7.7,345916,7.77,99,6.706959064327486,5948,7182,26.056535964912282
118,tt0285403,tvSeries,Scrubs,Scrubs,2001,2010,8.4,268823,7.94,84,6.558241758241758,9140,4328,26.03621978021978
119,tt14409420,tvMiniSeries,Victor Ideo Presents John the Cinematic Universe Haycock: A Radio Star Assembly,Victor Ideo Presents John the Cinematic Universe Haycock: A Radio Star Assembly,2020,2021,9.1,12,7.05,2720,7.383333333333333,424,232,26.026249999999997
120,tt9253866,tvSeries,Our Planet,Our Planet,2019,2023,9.3,50017,7.43,312,7.005,2281,600,26.023574999999997
121,tt0784674,tvSeries,Ciclo Agatha Christie,Ciclo Agatha Christie,2005,2006,9.1,123,7.05,2720,7.380000000000001,428,77,26.0145
122,tt3230854,tvSeries,The Expanse,The Expanse,2015,2022,8.5,169642,7.59,126,6.852096774193548,3839,2810,26.003707258064512
123,tt0831933,tvMiniSeries,Aaj Robibar,Aaj Robibar,1996,1999,9.3,1324,7.16,1564,7.25,863,373,25.955000000000002
124,tt0072500,tvSeries,Fawlty Towers,Fawlty Towers,1975,1979,8.8,99311,7.42,316,6.990833333333334,2533,374,25.935991666666666
125,tt26999511,tvMiniSeries,Namaz: Never Miss Your Prayer,Namaz: Never Miss Your Prayer,2023,2023,9.4,16,7.2,1158,7.2,1052,77,25.92
126,tt0072509,tvSeries,Gruntovcani,Gruntovcani,1975,1975,9.1,797,7.05,2720,7.35,480,387,25.908749999999998
127,tt28198624,tvMiniSeries,A Matter of Sin and Love,A Matter of Sin and Love,2023,2023,9.1,75,7.05,2720,7.35,480,22,25.908749999999998
128,tt12764460,tvSeries,Wo men de ge,Wo men de ge,2019,2020,9.1,44,7.05,2720,7.35,480,39,25.908749999999998
129,tt4635236,tvSeries,Coffee Time me ta Asteria tou Leo,Coffee Time me ta Asteria tou Leo,2015,2017,9.2,12,7.1,1988,7.296875,762,619,25.90390625
130,tt14048662,tvMiniSeries,When NEET Aspirant Met an IIT Aspirant,When NEET Aspirant Met an IIT Aspirant,2021,2021,9.0,775,7.0,3358,7.4,323,67,25.900000000000002
131,tt10934720,tvSeries,Never Say Never,Shan shi shan zhong,2019,2019,9.0,47,7.0,3358,7.4,323,39,25.900000000000002
132,tt1758429,tvMiniSeries,Spartacus: Gods of the Arena,Spartacus: Gods of the Arena,2011,2011,8.5,144389,7.47,254,6.933333333333334,2995,331,25.896
133,tt0355108,tvSeries,The Morning Program,The Morning Program,1987,1987,8.9,97,6.95,4325,7.45,230,193,25.88875
134,tt0213338,tvSeries,Cowboy Bebop,Kaubôi bibappu: Cowboy Bebop,1998,1999,8.9,136023,7.66,112,6.758846153846154,5147,650,25.88638076923077
135,tt12567142,tvSeries,Dumooa Farah,Dumooa Farah,2020,2020,8.8,16,6.9,5375,7.5,24,39,25.875
136,tt18284424,tvSeries,Princess Dollie Aur Uska Magic Bag,Princess Dollie Aur Uska Magic Bag,2004,2005,8.8,20,6.9,5375,7.5,24,39,25.875
137,tt6769208,tvMiniSeries,Blue Planet II,Blue Planet II,2017,2017,9.3,45622,7.4,324,6.992857142857143,2522,364,25.87357142857143
138,tt0081846,tvMiniSeries,Cosmos,Cosmos,1980,1980,9.3,43493,7.39,463,6.988461538461538,2542,780,25.82236538461538
139,tt13991232,tvMiniSeries,1883,1883,2021,2022,8.7,111135,7.42,316,6.960000000000001,2715,562,25.821600000000004
140,tt19800030,tvSeries,Sacramento,Sacramento,2021,2022,9.6,76,7.3,634,7.071052631578947,1892,735,25.809342105263156
141,tt10697616,tvMiniSeries,Sports TV,Sports TV,2019,2019,9.2,62,7.1,1988,7.267857142857143,823,542,25.800892857142856
142,tt0248654,tvSeries,Six Feet Under,Six Feet Under,2001,2005,8.7,147221,7.6,125,6.786825396825397,4831,3754,25.789936507936506
143,tt4742876,tvSeries,TVF Pitchers,TVF Pitchers,2015,2022,9.1,72024,7.44,310,6.928,3037,390,25.77216
144,tt2431438,tvSeries,Sense8,Sense8,2015,2018,8.2,161880,7.37,470,6.99125,2531,1483,25.76275625
145,tt8900452,tvSeries,The Blind Witness,The Blind Witness,2018,2018,8.8,15,6.9,5375,7.466666666666666,214,101,25.759999999999998
146,tt13661118,tvMiniSeries,Not Me,Not Me,2021,2022,8.8,11707,6.96,4297,7.3999999999999995,404,665,25.752
147,tt10394776,tvSeries,Stabbed in the Back,Stabbed in the Back,2016,2019,9.6,5,7.3,634,7.055,1962,774,25.75075
148,tt2303927,tvSeries,She-Play,She-Play,1990,1992,9.4,7,7.2,1158,7.15,1339,15,25.740000000000002
149,tt25148012,tvSeries,Bryce,BRYCE,2023,2023,9.4,72,7.2,1158,7.1499999999999995,1434,72,25.74
150,tt2699128,tvSeries,The Leftovers,The Leftovers,2014,2017,8.3,110517,7.19,1535,7.156071428571429,1329,1628,25.726076785714287
151,tt0053548,tvSeries,Winston Churchill: The Valiant Years,Winston Churchill: The Valiant Years,1960,1963,9.0,128,7.0,3358,7.3500000000000005,478,810,25.725
152,tt21036240,tvSeries,You Are My Make Up Artist,You Are My Make Up Artist,2022,2022,9.1,88,7.05,2720,7.296875,762,619,25.721484375
153,tt5788792,tvSeries,The Marvelous Mrs. Maisel,The Marvelous Mrs. Maisel,2017,2023,8.7,140925,7.57,130,6.795581395348837,4749,2364,25.721275581395346
154,tt12251982,tvSeries,Devi Adi Parashakti,Devi Adi Parashakti,2020,2021,8.9,96,6.95,4325,7.4,323,39,25.715000000000003
155,tt1433259,tvSeries,Soundstage,Soundstage,1974,1985,8.9,16,6.95,4325,7.4,323,59,25.715000000000003
156,tt0065313,tvSeries,Nase malo misto,Nase malo misto,1969,1971,9.1,998,7.06,2698,7.2846153846153845,786,503,25.714692307692307
157,tt0264235,tvSeries,Curb Your Enthusiasm,Curb Your Enthusiasm,2000,2024,8.8,141273,7.63,121,6.738738738738738,5557,3623,25.708288288288287
158,tt0294139,tvSeries,Luv Kush,Luv Kush,1988,1989,9.0,1259,7.01,3336,7.333333333333333,573,100,25.703333333333333
159,tt0096657,tvSeries,Mr. Bean,Mr. Bean,1990,1995,8.6,131534,7.47,254,6.8806666666666665,3590,418,25.699289999999998
160,tt10233448,tvSeries,Vinland Saga,Vinland Saga,2019,2023,8.8,67088,7.25,902,7.0874999999999995,1829,1163,25.6921875
161,tt7919518,tvSeries,Todo Es Prestao,Todo Es Prestao,2016,2016,8.7,12,6.85,6787,7.5,24,39,25.6875
162,tt0285331,tvSeries,24,24,2001,2010,8.4,195729,7.64,117,6.721179487179488,5766,8391,25.674905641025642
163,tt3647998,tvSeries,Taboo,Taboo,2017,2017,8.3,147632,7.37,470,6.96125,2712,467,25.65220625
164,tt10680606,tvSeries,Minecraft Epic,Minecraft Epic,2019,2020,9.5,3998,7.27,887,7.04593220338983,2095,1522,25.61196355932203
165,tt11995204,tvSeries,Ala Al-Donia Al-Salam,Ala Al-Donia Al-Salam,1987,1987,8.9,192,6.95,4325,7.366666666666667,452,162,25.59916666666667
166,tt4317218,tvMiniSeries,Wake Up Call,Wake Up Call,2014,2015,8.9,664,6.95,4325,7.36625,457,336,25.597718750000002
167,tt5348176,tvSeries,Barry,Barry,2018,2023,8.4,119953,7.3,634,7.0128125,2253,1027,25.596765625
168,tt2063241,tvSeries,Farouk Omar,Farouk Omar,2012,2012,9.3,7394,7.19,1535,7.119032258064516,1575,1199,25.592920967741936
169,tt7795226,tvMiniSeries,Mother,Madeo,2018,2018,9.0,884,7.0,3358,7.309375,630,1014,25.5828125
170,tt0158420,tvSeries,Monstervision,Monstervision,1991,2000,9.3,816,7.15,1582,7.15,1339,39,25.56125
171,tt21209936,tvSeries,Sassy the Sasquatch,Sassy the Sasquatch,2022,2022,9.3,467,7.15,1582,7.1499999999999995,1434,232,25.56125
172,tt12651396,tvSeries,Sajda Tere Pyaar Mein,Sajda Tere Pyaar Mein,2012,2012,9.2,20,7.1,1988,7.2,1052,39,25.56
173,tt29100757,tvMiniSeries,Lord of the Skies,El Señor de los Cielos: Sus Comienzos,2023,2023,9.2,66,7.1,1988,7.2,1052,77,25.56
174,tt9659888,tvSeries,Between the Sheets,Between the Sheets,2018,2019,9.1,163,7.05,2720,7.25,863,285,25.55625
175,tt9432978,tvSeries,Kota Factory,Kota Factory,2019,2021,9.0,79689,7.43,312,6.878,3614,392,25.55177
176,tt14993996,tvSeries,Teri Ulfat Mein,Teri Ulfat Mein,2014,2017,8.9,17,6.95,4325,7.35,480,39,25.541249999999998
177,tt17505924,tvSeries,11M: El Principio del Fin,11M: El Principio del Fin,2022,2022,9.2,291,7.1,1988,7.19375,1215,519,25.537812499999998
178,tt12323668,tvSeries,Darb Al Zalaq,Darb Al Zalaq,1977,1977,9.2,269,7.1,1988,7.1923076923076925,1221,422,25.532692307692308
179,tt0407362,tvSeries,Battlestar Galactica,Battlestar Galactica,2004,2009,8.7,174298,7.73,104,6.605135135135135,7922,3630,25.528847297297297
180,tt9735318,tvMiniSeries,The Beatles: Get Back,The Beatles: Get Back,2021,2021,9.0,27475,7.15,1582,7.140000000000001,1476,468,25.525500000000005
181,tt1312171,tvSeries,The Umbrella Academy,The Umbrella Academy,2019,2024,7.9,271150,7.64,117,6.6803333333333335,6580,1500,25.51887333333333
182,tt5263082,tvSeries,Beneath the Lies,Beneath the Lies,2014,2016,8.7,86,6.85,6787,7.45,230,59,25.51625
183,tt7972140,tvSeries,Playboy Abroad: Adventures with Photographer Ana Dias,Playboy Abroad: Adventures with Photographer Ana Dias,2015,2017,9.0,89,7.0,3358,7.289583333333334,774,96,25.51354166666667
184,tt1831164,tvSeries,Leyla and Mecnun,Leyla ile Mecnun,2011,2023,9.1,96009,7.57,130,6.740277777777778,5530,9710,25.511951388888892
185,tt7120514,tvSeries,Cahiers de doléances,Cahiers de doléances,2014,2015,9.1,10,7.05,2720,7.2333333333333325,975,225,25.497499999999995
186,tt4410688,tvMiniSeries,PREMature,PREMature,2015,2015,8.9,62,6.95,4325,7.333333333333333,573,286,25.483333333333334
187,tt2098220,tvSeries,Hunter x Hunter,Hunter x Hunter,2011,2014,9.0,129718,7.69,108,6.624459459459459,7640,3415,25.47104662162162
188,tt23871680,tvMiniSeries,BTS Monuments: Beyond the Star,BTS Monuments: Beyond the Star,2023,2024,9.1,264,7.05,2720,7.225,992,247,25.468124999999997
189,tt21233692,tvSeries,Meet Yourself,Qu you feng de di fang,2023,2023,8.6,426,6.8,8301,7.4887500000000005,198,1548,25.461750000000002
190,tt1870479,tvSeries,The Newsroom,The Newsroom,2012,2014,8.6,123486,7.43,312,6.852,3840,1433,25.45518
191,tt6487260,tvMiniSeries,The Mike Nolan Show,The Mike Nolan Show,2016,2016,9.0,475,7.0,3358,7.2700000000000005,818,26,25.445
192,tt14734548,tvMiniSeries,9/11: One Day in America,9/11: One Day in America,2021,2021,9.3,4432,7.17,1554,7.096666666666667,1799,295,25.44155
193,tt0388189,tvMiniSeries,Kurtulus,Kurtulus,1994,1994,9.2,2739,7.12,1960,7.141666666666667,1471,232,25.424333333333333
194,tt0086780,tvMiniSeries,Playing Shakespeare,Playing Shakespeare,1982,1982,9.4,220,7.2,1158,7.061111111111111,1937,463,25.419999999999998
195,tt0315724,tvSeries,Wild Kat,Wild Kat,2001,2001,9.0,38,7.0,3358,7.253846153846154,857,503,25.388461538461538
196,tt23659892,tvMiniSeries,Qatar: el Mundial a sus pies,Qatar: el Mundial a sus pies,2022,2022,9.2,32,7.1,1988,7.1499999999999995,1434,112,25.382499999999997
